steerangle,speed,throttle,brake
0.0,1.0597228e-06,0.0,100.0
0.0,9.673411e-07,0.0,100.0
0.0,8.467349e-07,0.0,100.0
0.0,7.977415e-07,0.0,100.0
0.0,7.318994e-07,0.0,100.0
0.0,6.997157e-07,0.0,100.0
0.0,5.9743076e-07,0.0,100.0
0.0,5.2668275e-07,0.0,100.0
0.0,3.9450802e-07,0.0,100.0
0.0,3.4163213e-07,0.0,100.0
0.0,2.9359651e-07,0.0,100.0
0.0,2.3831137e-07,0.0,100.0
0.0,1.7477728e-07,0.0,100.0
0.0,1.7094507e-07,0.0,100.0
0.0,7.24381e-08,0.0,100.0
0.0,4.3921517e-08,0.0,100.0
0.0,1.03863364e-07,0.0,100.0
0.0,1.2269109e-07,0.0,100.0
0.0,9.134791e-08,0.0,100.0
0.0,1.2006603e-07,0.0,100.0
0.0,1.0930249e-07,0.0,100.0
0.0,1.3380759e-07,0.0,100.0
0.0,9.458498e-08,0.0,100.0
0.0,9.287656e-08,0.0,100.0
0.0,1.8463305e-07,0.0,100.0
0.0,8.636546e-08,0.0,100.0
0.0,3.054173e-08,0.0,100.0
0.0,9.786542e-08,0.0,100.0
0.0,1.3775586e-07,0.0,100.0
0.0,1.0051314e-07,0.0,100.0
0.0,5.434324e-08,0.0,100.0
0.0,5.168352e-08,0.0,100.0
0.0,5.8285178e-08,0.0,100.0
0.0,4.3670177e-08,0.0,100.0
0.0,1.0191351e-07,0.0,100.0
0.0,1.2098364e-07,0.0,100.0
0.0,3.5214647e-08,0.0,100.0
0.0,4.3229882e-08,0.0,100.0
0.0,5.00655e-08,0.0,100.0
0.0,4.1667146e-08,0.0,100.0
0.0,1.2808329e-07,0.0,100.0
0.0,7.955228e-08,0.0,100.0
0.0,3.9438014e-08,0.0,100.0
0.0,5.753205e-08,0.0,100.0
0.0,6.393296e-08,0.0,100.0
0.0,8.9942645e-08,0.0,100.0
0.0,1.1836161e-07,0.0,100.0
0.0,4.9343946e-08,0.0,100.0
0.0,5.5654237e-08,0.0,100.0
0.0,4.738343e-08,0.0,100.0
0.0,4.599185e-08,0.0,100.0
0.0,1.0869262e-07,0.0,100.0
0.0,1.730168e-08,0.0,100.0
0.0,1.0418222e-07,0.0,100.0
0.0,7.3357853e-09,0.0,100.0
0.0,1.08462984e-07,0.0,100.0
0.0,0.00055868697,0.0,100.0
0.0,0.0017111264,0.0,100.0
0.0,0.002411861,0.0,100.0
0.0,0.0027992066,0.0,100.0
0.0,0.0027347333,0.0,100.0
0.0,0.0023890522,0.0,100.0
0.0,0.0017831692,0.0,100.0
0.0,0.0010819684,0.0,100.0
0.0,0.0006181931,0.0,100.0
0.0,0.0007638064,0.0,100.0
0.0,0.0012281266,0.0,100.0
0.0,0.0014964743,0.0,100.0
0.0,0.0016482251,0.0,100.0
0.0,0.0016358442,0.0,100.0
0.0,0.0015383186,0.0,100.0
0.0,0.0013626588,0.0,100.0
0.0,0.0011556696,0.0,100.0
0.0,0.00096480834,0.0,100.0
0.0,0.0007530314,0.0,100.0
0.0,0.00057000434,0.0,100.0
0.0,0.00044456733,0.0,100.0
0.0,0.00034473676,0.0,100.0
0.0,0.00028873276,0.0,100.0
0.0,0.0002674868,0.0,100.0
0.0,0.0002556259,0.0,100.0
0.0,0.000247624,0.0,100.0
0.0,0.00024182315,0.0,100.0
0.0,0.00023123584,0.0,100.0
0.0,0.00021669958,0.0,100.0
0.0,0.00020111744,0.0,100.0
0.0,0.00017960646,0.0,100.0
0.0,0.00015521162,0.0,100.0
0.0,0.0001333929,0.0,100.0
0.0,0.00010754263,0.0,100.0
0.0,8.327415e-05,0.0,100.0
0.0,6.48203e-05,0.0,100.0
0.0,4.6782687e-05,0.0,100.0
0.0,3.2008513e-05,0.0,100.0
0.0,2.2387432e-05,0.0,100.0
0.0,1.3252549e-05,0.0,100.0
0.0,5.5361934e-06,0.0,100.0
0.0,1.5851256e-06,0.0,100.0
0.0,6.7641745e-06,0.0,100.0
0.0,1.2224952e-05,0.0,100.0
0.0,1.67184e-05,0.0,100.0
0.0,2.0683801e-05,0.0,100.0
0.0,2.3675495e-05,0.0,100.0
0.0,2.499232e-05,0.0,100.0
0.0,2.5792804e-05,0.0,100.0
0.0,2.5486157e-05,0.0,100.0
0.0,2.426745e-05,0.0,100.0
0.0,2.2491182e-05,0.0,100.0
0.0,2.0635498e-05,0.0,100.0
0.0,1.941654e-05,0.0,100.0
0.0,1.799923e-05,0.0,100.0
0.0,1.6636843e-05,0.0,100.0
0.0,1.579023e-05,0.0,100.0
0.0,1.4679772e-05,0.0,100.0
0.0,1.348792e-05,0.0,100.0
0.0,1.2559877e-05,0.0,100.0
0.0,0.000118461576,0.0,100.0
0.0,0.00045537617,0.0,100.0
0.0,0.0006704701,0.0,100.0
0.0,0.0007982787,0.0,100.0
0.0,0.0007947881,0.0,100.0
0.0,0.0007038557,0.0,100.0
0.0,0.00053208997,0.0,100.0
0.0,0.00032410087,0.0,100.0
0.0,0.00018367215,0.0,100.0
0.0,0.00021067573,0.0,100.0
0.0,0.00033331726,0.0,100.0
0.0,0.00040971726,0.0,100.0
0.0,0.00046209645,0.0,100.0
0.0,0.00047047116,0.0,100.0
0.0,0.0004509242,0.0,100.0
0.0,0.0004048578,0.0,100.0
0.0,0.00034486578,0.0,100.0
0.0,0.00029030594,0.0,100.0
0.0,0.00022834082,0.0,100.0
0.0,0.00017414297,0.0,100.0
0.0,0.00013547305,0.0,100.0
0.0,0.00010148835,0.0,100.0
0.0,7.976534e-05,0.0,100.0
0.0,6.9066184e-05,0.0,100.0
0.0,6.334812e-05,0.0,100.0
0.0,6.087723e-05,0.0,100.0
0.0,5.9495476e-05,0.0,100.0
0.0,5.767357e-05,0.0,100.0
0.0,5.4993703e-05,0.0,100.0
0.0,5.1970368e-05,0.0,100.0
0.0,4.7028174e-05,0.0,100.0
0.0,4.0781106e-05,0.0,100.0
0.0,3.479195e-05,0.0,100.0
0.0,2.7457167e-05,0.0,100.0
0.0,2.030126e-05,0.0,100.0
0.0,1.4635856e-05,0.0,100.0
0.0,8.627283e-06,0.0,100.0
0.0,3.752329e-06,0.0,100.0
0.0,4.882417e-07,0.0,100.0
0.0,2.4643289e-06,0.0,100.0
0.0,4.654119e-06,0.0,100.0
0.0,6.1578958e-06,0.0,100.0
0.0,7.5414578e-06,0.0,100.0
0.0,8.312851e-06,0.0,100.0
0.0,8.623444e-06,0.0,100.0
0.0,8.826641e-06,0.0,100.0
0.0,8.774475e-06,0.0,100.0
0.0,8.59811e-06,0.0,100.0
0.0,8.224638e-06,0.0,100.0
0.0,7.81185e-06,0.0,100.0
0.0,7.400298e-06,0.0,100.0
0.0,7.0205747e-06,0.0,100.0
0.0,6.6522343e-06,0.0,100.0
0.0,6.310424e-06,0.0,100.0
0.0,5.972731e-06,0.0,100.0
0.0,5.5814007e-06,0.0,100.0
0.0,5.2768614e-06,0.0,100.0
0.0,4.8697443e-06,0.0,100.0
0.0,4.4871836e-06,0.0,100.0
0.0,4.159593e-06,0.0,100.0
0.0,6.7369605e-05,0.0,100.0
0.0,0.00049676787,0.0,100.0
0.0,0.0007771527,0.0,100.0
0.0,0.0009457066,0.0,100.0
0.0,0.000941852,0.0,100.0
0.0,0.0008319145,0.0,100.0
0.0,0.00061977067,0.0,100.0
0.0,0.00036989365,0.0,100.0
0.0,0.0002147524,0.0,100.0
0.0,0.00024788157,0.0,100.0
0.0,0.00038640102,0.0,100.0
0.0,0.00048381687,0.0,100.0
0.0,0.0005515263,0.0,100.0
0.0,0.00056920835,0.0,100.0
0.0,0.00054557883,0.0,100.0
0.0,0.00049437175,0.0,100.0
0.0,0.00042349976,0.0,100.0
0.0,0.00035549558,0.0,100.0
0.0,0.00027520684,0.0,100.0
0.0,0.00020051401,0.0,100.0
0.0,0.00014498933,0.0,100.0
0.0,9.150104e-05,0.0,100.0
0.0,5.2849708e-05,0.0,100.0
0.0,3.188713e-05,0.0,100.0
0.0,2.3226507e-05,0.0,100.0
0.0,2.7855142e-05,0.0,100.0
0.0,3.552161e-05,0.0,100.0
0.0,4.47192e-05,0.0,100.0
0.0,5.2143765e-05,0.0,100.0
0.0,5.77589e-05,0.0,100.0
0.0,6.16411e-05,0.0,100.0
0.0,6.227086e-05,0.0,100.0
0.0,6.026827e-05,0.0,100.0
0.0,5.4905082e-05,0.0,100.0
0.0,4.7107766e-05,0.0,100.0
0.0,3.927164e-05,0.0,100.0
0.0,2.9982648e-05,0.0,100.0
0.0,2.0967873e-05,0.0,100.0
0.0,1.399055e-05,0.0,100.0
0.0,7.118037e-06,0.0,100.0
0.0,1.9181332e-06,0.0,100.0
0.0,1.7467261e-06,0.0,100.0
0.0,4.1884446e-06,0.0,100.0
0.0,5.432354e-06,0.0,100.0
0.0,5.6675226e-06,0.0,100.0
0.0,5.2293835e-06,0.0,100.0
0.0,4.4467524e-06,0.0,100.0
0.0,3.6470549e-06,0.0,100.0
0.0,2.7946285e-06,0.0,100.0
0.0,2.0774878e-06,0.0,100.0
0.0,1.6153604e-06,0.0,100.0
0.0,1.3144145e-06,0.0,100.0
0.0,1.1661494e-06,0.0,100.0
0.0,1.2886118e-06,0.0,100.0
0.0,1.5344201e-06,0.0,100.0
0.0,1.920927e-06,0.0,100.0
0.0,2.280931e-06,0.0,100.0
0.0,2.522272e-06,0.0,100.0
0.0,2.717935e-06,0.0,100.0
0.0,2.857096e-06,0.0,100.0
0.0,2.9599585e-06,0.0,100.0
0.0,2.8677678e-06,0.0,100.0
0.0,2.761792e-06,0.0,100.0
0.0,2.525536e-06,0.0,100.0
0.0,2.1647934e-06,0.0,100.0
0.0,1.9131794e-06,0.0,100.0
0.0,1.6430954e-06,0.0,100.0
0.0,1.3598652e-06,0.0,100.0
0.0,1.0954788e-06,0.0,100.0
0.0,8.6713084e-07,0.0,100.0
0.0,6.525052e-07,0.0,100.0
0.0,5.29813e-07,0.0,100.0
0.0,4.1155425e-07,0.0,100.0
0.0,3.5821807e-07,0.0,100.0
0.0,2.8620263e-07,0.0,100.0
0.0,1.6917689e-07,0.0,100.0
0.0,1.4618077e-07,0.0,100.0
0.0,8.233496e-08,0.0,100.0
0.0,2.8342795e-08,0.0,100.0
0.0,7.225977e-08,0.0,100.0
0.0,1.4023074e-07,0.0,100.0
0.0,1.9056793e-07,0.0,100.0
0.0,2.0497474e-07,0.0,100.0
0.0,1.7980892e-07,0.0,100.0
0.0,2.774414e-07,0.0,100.0
0.0,2.9944903e-07,0.0,100.0
0.0,2.974053e-07,0.0,100.0
0.0,2.842824e-07,0.0,100.0
0.0,2.9897228e-07,0.0,100.0
0.0,2.9121585e-07,0.0,100.0
0.0,2.9170903e-07,0.0,100.0
0.0,2.8041342e-07,0.0,100.0
0.0,2.9507717e-07,0.0,100.0
0.0,3.0338464e-07,0.0,100.0
0.0,2.4885406e-07,0.0,100.0
0.0,2.1315866e-07,0.0,100.0
0.0,1.9702661e-07,0.0,100.0
0.0,1.9311527e-07,0.0,100.0
0.0,1.620473e-07,0.0,100.0
0.0,1.271302e-07,0.0,100.0
0.0,7.401773e-08,0.0,100.0
0.0,8.222103e-08,0.0,100.0
0.0,6.059048e-08,0.0,100.0
0.0,3.0441807e-08,0.0,100.0
0.0,1.2697815e-07,0.0,100.0
0.0,1.5119095e-08,0.0,100.0
0.0,6.609726e-08,0.0,100.0
0.0,5.589652e-08,0.0,100.0
0.0,2.6584956e-08,0.0,100.0
0.0,1.563164e-08,0.0,100.0
0.0,6.5248884e-08,0.0,100.0
0.0,3.178037e-08,0.0,100.0
0.0,5.7799195e-08,0.0,100.0
0.0,4.302346e-08,0.0,100.0
0.0,4.680554e-08,0.0,100.0
0.0,1.3550037e-07,0.0,100.0
0.0,4.4013305e-08,0.0,100.0
0.0,5.3001077e-08,0.0,100.0
0.0,5.085569e-08,0.0,100.0
0.0,4.73463e-08,0.0,100.0
0.0,6.08313e-08,0.0,100.0
0.0,3.4337926e-08,0.0,100.0
0.0,7.31127e-08,0.0,100.0
0.0,9.95891e-08,0.0,100.0
0.0,6.5892394e-08,0.0,100.0
0.0,6.8330294e-08,0.0,100.0
0.0,3.742651e-08,0.0,100.0
0.0,5.9447114e-08,0.0,100.0
0.0,1.1705273e-07,0.0,100.0
0.0,2.3517929e-08,0.0,100.0
0.0,4.1423746e-08,0.0,100.0
0.0,4.1294015e-08,0.0,100.0
0.0,2.989031e-08,0.0,100.0
0.0,3.3957757e-08,0.0,100.0
0.0,7.980551e-08,0.0,100.0
0.0,1.1505107e-07,0.0,100.0
0.0,4.0738858e-08,0.0,100.0
0.0,5.4488318e-08,0.0,100.0
0.0,5.1530957e-08,0.0,100.0
0.0,1.7601934e-08,0.0,100.0
0.0,4.8511605e-08,0.0,100.0
0.0,2.4032833e-08,0.0,100.0
0.0,6.2699975e-08,0.0,100.0
0.0,6.540487e-08,0.0,100.0
0.0,7.66117e-08,0.0,100.0
0.0,2.3655177e-08,0.0,100.0
0.0,3.3610885e-08,0.0,100.0
0.0,6.365967e-08,0.0,100.0
0.0,4.010869e-08,0.0,100.0
0.0,5.1027085e-09,0.0,100.0
0.0,6.873637e-08,0.0,100.0
0.0,7.763978e-08,0.0,100.0
0.0,5.3394626e-08,0.0,100.0
0.0,9.956542e-08,0.0,100.0
0.0,1.14525875e-07,0.0,100.0
0.0,3.867744e-08,0.0,100.0
0.0,5.9820486e-08,0.0,100.0
0.0,4.985643e-08,0.0,100.0
0.0,5.0937043e-08,0.0,100.0
0.0,2.333897e-08,0.0,100.0
0.0,7.514712e-08,0.0,100.0
0.0,1.07444e-08,0.0,100.0
0.0,8.1397836e-08,0.0,100.0
0.0,4.3040654e-08,0.0,100.0
0.0,5.328908e-08,0.0,100.0
0.0,1.0194879e-07,0.0,100.0
0.0,7.680838e-08,0.0,100.0
0.0,1.19131926e-07,0.0,100.0
0.0,2.8448765e-08,0.0,100.0
0.0,2.0394713e-08,0.0,100.0
0.0,5.980777e-08,0.0,100.0
0.0,5.1058606e-08,0.0,100.0
0.0,5.7139022e-08,0.0,100.0
0.0,6.016085e-08,0.0,100.0
0.0,5.382436e-08,0.0,100.0
0.0,1.6612803e-07,0.0,100.0
0.0,8.338524e-08,0.0,100.0
0.0,3.2865067e-08,0.0,100.0
0.0,3.5296598e-08,0.0,100.0
0.0,8.511992e-08,0.0,100.0
0.0,8.364814e-08,0.0,100.0
0.0,7.05058e-08,0.0,100.0
0.0,9.8420074e-08,0.0,100.0
0.0,3.990956e-08,0.0,100.0
0.0,6.361986e-08,0.0,100.0
0.0,2.2048257e-09,0.0,100.0
0.0,5.29504e-08,0.0,100.0
0.0,3.5883687e-08,0.0,100.0
0.0,1.00576464e-07,0.0,100.0
0.0,3.760073e-08,0.0,100.0
0.0,3.9900684e-08,0.0,100.0
0.0,6.413692e-08,0.0,100.0
0.0,1.0343673e-07,0.0,100.0
0.0,5.3769185e-08,0.0,100.0
0.0,8.872978e-08,0.0,100.0
0.0,3.8499103e-08,0.0,100.0
0.0,4.2941586e-08,0.0,100.0
0.0,1.9013125e-08,0.0,100.0
0.0,5.934421e-08,0.0,100.0
0.0,4.938233e-08,0.0,100.0
0.0,6.817171e-08,0.0,100.0
0.0,1.2331961e-07,0.0,100.0
0.0,1.06724826e-07,0.0,100.0
0.0,2.8474158e-08,0.0,100.0
0.0,3.4036336e-08,0.0,100.0
0.0,4.0471125e-08,0.0,100.0
0.0,7.124169e-08,0.0,100.0
0.0,4.360282e-08,0.0,100.0
0.0,8.2751384e-08,0.0,100.0
0.0,6.319552e-08,0.0,100.0
0.0,5.520784e-08,0.0,100.0
0.0,3.593587e-08,0.0,100.0
0.0,7.640757e-08,0.0,100.0
0.0,6.5245615e-08,0.0,100.0
0.0,6.933224e-08,0.0,100.0
0.0,2.6563471e-08,0.0,100.0
0.0,1.173422e-07,0.0,100.0
0.0,1.2199736e-07,0.0,100.0
0.0,4.2247137e-08,0.0,100.0
0.0,1.2331468e-07,0.0,100.0
0.0,7.4895645e-08,0.0,100.0
0.0,3.5223888e-08,0.0,100.0
0.0,8.893718e-08,0.0,100.0
0.0,5.4608005e-08,0.0,100.0
0.0,3.6242696e-08,0.0,100.0
0.0,4.6813753e-08,0.0,100.0
0.0,8.9282686e-08,0.0,100.0
0.0,8.1837214e-08,0.0,100.0
0.0,4.950514e-08,0.0,100.0
0.0,2.1289178e-08,0.0,100.0
0.0,6.636537e-08,0.0,100.0
0.0,5.388843e-08,0.0,100.0
0.0,7.252859e-09,0.0,100.0
0.0,1.3365253e-08,0.0,100.0
0.0,4.0377202e-08,0.0,100.0
0.0,6.4207796e-08,0.0,100.0
0.0,4.404991e-08,0.0,100.0
0.0,2.6614515e-08,0.0,100.0
0.0,3.735276e-08,0.0,100.0
0.0,9.4703175e-08,0.0,100.0
0.0,4.6853597e-08,0.0,100.0
0.0,1.6273667e-08,0.0,100.0
0.0,2.5846228e-08,0.0,100.0
0.0,4.782494e-08,0.0,100.0
0.0,2.0229585e-08,0.0,100.0
0.0,3.2014636e-08,0.0,100.0
0.0,0.004339738,0.0,100.0
0.0,0.20487812,0.0,100.0
0.0,0.4140077,0.0,100.0
0.0,0.60698444,0.0,100.0
0.0,0.77665144,0.0,100.0
0.0,0.9240744,0.0,100.0
0.0,1.097036,0.0,100.0
0.0,1.2492813,0.0,100.0
0.0,1.3038884,0.0,100.0
0.0,1.2905205,0.0,100.0
0.0,1.0942206,0.0,100.0
0.0,0.85339916,0.0,100.0
0.0,0.37618458,0.0,100.0
0.0,0.26298195,0.0,100.0
0.0,0.5508851,0.0,100.0
0.0,0.7865582,0.0,100.0
0.0,0.9052286,0.0,100.0
0.0,0.9029918,0.0,100.0
0.0,0.8470099,0.0,100.0
0.0,0.7253446,0.0,100.0
0.0,0.5827715,0.0,100.0
0.0,0.38515013,0.0,100.0
0.0,0.21409932,0.0,100.0
0.0,0.07482783,0.0,100.0
0.0,0.102698036,0.0,100.0
0.0,0.20368195,0.0,100.0
0.0,0.25411984,0.0,100.0
0.0,0.30241832,0.0,100.0
0.0,0.3407436,0.0,100.0
0.0,0.36891523,0.0,100.0
0.0,0.4105131,0.0,100.0
0.0,0.4646843,0.0,100.0
0.0,0.48721996,0.0,100.0
0.0,0.45687082,0.0,100.0
0.0,0.3971421,0.0,100.0
0.0,0.3240854,0.0,100.0
0.0,0.20147036,0.0,100.0
0.0,0.15149844,0.0,100.0
0.0,0.18210237,0.0,100.0
0.0,0.24815361,0.0,100.0
0.0,0.30827063,0.0,100.0
0.0,0.3147377,0.0,100.0
0.0,0.29280728,0.0,100.0
0.0,0.2369788,0.0,100.0
0.0,0.1895797,0.0,100.0
0.0,0.09799336,0.0,100.0
0.0,0.023172555,0.0,100.0
0.0,0.08116972,0.0,100.0
0.0,0.07761995,0.0,100.0
0.0,0.064516306,0.0,100.0
0.0,0.055107232,0.0,100.0
0.0,0.039676387,0.0,100.0
0.0,0.030022861,0.0,100.0
0.0,0.00096132717,0.0,100.0
0.0,0.0006395027,0.0,100.0
0.0,0.00082795584,0.0,100.0
0.0,0.00091203355,0.0,100.0
0.0,0.0009488609,0.0,100.0
0.0,0.00096547144,0.0,100.0
0.0,0.0009746765,0.0,100.0
0.0,0.000980128,0.0,100.0
0.0,0.000983884,0.0,100.0
0.0,0.0009855467,0.0,100.0
0.0,0.0009831974,0.0,100.0
0.0,0.0009810124,0.0,100.0
0.0,0.0009774141,0.0,100.0
0.0,0.0009732431,0.0,100.0
0.0,0.00096671237,0.0,100.0
0.0,0.00096100644,0.0,100.0
0.0,0.0009540978,0.0,100.0
0.0,0.0009462474,0.0,100.0
0.0,0.00093992514,0.0,100.0
0.0,0.0009319968,0.0,100.0
0.0,0.00092393527,0.0,100.0
0.0,0.00091792486,0.0,100.0
0.0,0.0009095525,0.0,100.0
0.0,0.00090136495,0.0,100.0
0.0,0.00089426053,0.0,100.0
0.0,0.00088685175,0.0,100.0
0.0,0.0008776008,0.0,100.0
0.0,0.00087175297,0.0,100.0
0.0,0.00086484046,0.0,100.0
0.0,0.000855234,0.0,100.0
0.0,0.00084831566,0.0,100.0
0.0,0.00084107346,0.0,100.0
0.0,0.00083366106,0.0,100.0
0.0,0.00082618825,0.0,100.0
0.0,0.00081853766,0.0,100.0
0.0,0.00081124087,0.0,100.0
0.0,0.0008053644,0.0,100.0
0.0,0.00079872314,0.0,100.0
0.0,0.0007905387,0.0,100.0
0.0,0.00078552094,0.0,100.0
0.0,0.0007777524,0.0,100.0
0.0,0.0007714565,0.0,100.0
0.0,0.00076648034,0.0,100.0
0.0,0.0007590427,0.0,100.0
0.0,0.0007516918,0.0,100.0
0.0,0.0007458713,0.0,100.0
0.0,0.0007407577,0.0,100.0
0.0,0.00073336984,0.0,100.0
0.0,0.0007291302,0.0,100.0
0.0,0.00072153466,0.0,100.0
0.0,0.0007172287,0.0,100.0
0.0,0.00071189605,0.0,100.0
0.0,0.00070509047,0.0,100.0
0.0,0.000699408,0.0,100.0
0.0,0.00069453387,0.0,100.0
0.0,0.0006904873,0.0,100.0
0.0,0.0006838121,0.0,100.0
0.0,0.0006785796,0.0,100.0
0.0,0.00067246775,0.0,100.0
0.0,0.00066937774,0.0,100.0
0.0,0.00066497136,0.0,100.0
0.0,0.0006590482,0.0,100.0
0.0,0.00065389957,0.0,100.0
0.0,0.0006494021,0.0,100.0
0.0,0.00064659567,0.0,100.0
0.0,0.00064023916,0.0,100.0
0.0,0.00063725415,0.0,100.0
0.0,0.00063160015,0.0,100.0
0.0,0.0006291203,0.0,100.0
0.0,0.00062487565,0.0,100.0
0.0,0.00061954994,0.0,100.0
0.0,0.0006141657,0.0,100.0
0.0,0.00061082124,0.0,100.0
0.0,0.0006080012,0.0,100.0
